id,Geographic Area Name,Population 18 to 24 years,Population 18 to 24 years w/ Bachelor's degree or higher,Population 25 years and over,Population 25 years and over w/ Bachelor's degree or higher,Degree_percent
0500000US48175,"Goliad County, Texas",658,18,5257,925,0.15942519
0500000US48177,"Gonzales County, Texas",1791,28,13288,1636,0.110352145
0500000US48179,"Gray County, Texas",1756,65,15109,2016,0.123391639
0500000US48181,"Grayson County, Texas",11093,452,86890,17790,0.186175153
0500000US48183,"Gregg County, Texas",11924,612,79588,16522,0.187232276
0500000US48185,"Grimes County, Texas",2437,43,18973,2773,0.131527324
0500000US48187,"Guadalupe County, Texas",13986,890,101274,27891,0.249705015
0500000US48189,"Hale County, Texas",3862,181,20893,3454,0.146839022
0500000US48191,"Hall County, Texas",276,4,2084,299,0.128389831
0500000US48193,"Hamilton County, Texas",637,6,5925,1288,0.197195977
0500000US48195,"Hansford County, Texas",537,59,3377,484,0.138732754
0500000US48197,"Hardeman County, Texas",315,11,2722,396,0.134013829
0500000US48199,"Hardin County, Texas",4594,163,37792,5765,0.1398575
0500000US48201,"Harris County, Texas",438778,41854,2923369,905727,0.281838064
0500000US48203,"Harrison County, Texas",5838,366,43759,8360,0.175938061
0500000US48205,"Hartley County, Texas",182,50,4335,744,0.175780385
0500000US48207,"Haskell County, Texas",573,20,4118,552,0.121935621
0500000US48209,"Hays County, Texas",35068,2588,121585,45518,0.307086363
0500000US48211,"Hemphill County, Texas",319,6,2440,513,0.188111635
0500000US48213,"Henderson County, Texas",6401,215,56575,10306,0.167063643
0500000US48215,"Hidalgo County, Texas",93716,5680,473253,86872,0.163239966
0500000US48217,"Hill County, Texas",2954,86,24146,4132,0.155645756
0500000US48219,"Hockley County, Texas",2717,145,14354,2007,0.126061742
0500000US48221,"Hood County, Texas",3891,247,41014,10698,0.243736778
0500000US48223,"Hopkins County, Texas",2887,131,24295,4449,0.168493856
0500000US48225,"Houston County, Texas",1782,92,16692,2360,0.132727076
0500000US48227,"Howard County, Texas",3685,85,24970,3070,0.110102949
0500000US48229,"Hudspeth County, Texas",378,0,2740,188,0.060295061
0500000US48231,"Hunt County, Texas",9082,708,60942,11792,0.178510225
0500000US48233,"Hutchinson County, Texas",1833,68,14141,1947,0.126142482
0500000US48235,"Irion County, Texas",161,0,1007,170,0.145547945
0500000US48237,"Jack County, Texas",903,0,6073,766,0.109805046
0500000US48239,"Jackson County, Texas",1184,157,9840,1587,0.15820029
0500000US48241,"Jasper County, Texas",2965,18,23947,2965,0.110842747
0500000US48243,"Jeff Davis County, Texas",104,12,1706,598,0.337016575
0500000US48245,"Jefferson County, Texas",24930,1752,169331,33160,0.179716979
0500000US48247,"Jim Hogg County, Texas",475,0,3148,387,0.106817555
0500000US48249,"Jim Wells County, Texas",3848,108,25753,3266,0.113982636
0500000US48251,"Johnson County, Texas",14106,626,106651,19545,0.167037936
0500000US48253,"Jones County, Texas",1679,47,14715,1689,0.1058924
0500000US48255,"Karnes County, Texas",1649,37,10480,1511,0.127627999
0500000US48257,"Kaufman County, Texas",9664,758,76279,15799,0.192650943
0500000US48259,"Kendall County, Texas",3379,189,28749,11768,0.37216758
0500000US48261,"Kenedy County, Texas",15,0,413,28,0.065420561
0500000US48263,"Kent County, Texas",26,0,556,131,0.225085911
0500000US48265,"Kerr County, Texas",4215,236,37151,9496,0.235265677
0500000US48267,"Kimble County, Texas",279,14,3240,715,0.207161125
0500000US48269,"King County, Texas",8,2,159,29,0.185628743
0500000US48271,"Kinney County, Texas",273,8,2747,265,0.090397351
0500000US48273,"Kleberg County, Texas",6442,935,17263,4287,0.220291078
0500000US48275,"Knox County, Texas",335,0,2377,467,0.17219764
0500000US48277,"Lamar County, Texas",4065,184,33676,5916,0.161627938
0500000US48279,"Lamb County, Texas",1189,6,8351,1331,0.140146751
0500000US48281,"Lampasas County, Texas",1492,35,14416,2881,0.183303998
0500000US48283,"La Salle County, Texas",729,46,5059,664,0.122667588
0500000US48285,"Lavaca County, Texas",1489,24,13732,2294,0.1522896
0500000US48287,"Lee County, Texas",1591,86,11572,1836,0.146015346
0500000US48289,"Leon County, Texas",1170,33,12025,1967,0.151572565
0500000US48291,"Liberty County, Texas",7428,307,53387,5056,0.088185481
0500000US48293,"Limestone County, Texas",2036,57,16099,2260,0.127763992
0500000US48295,"Lipscomb County, Texas",265,7,2275,443,0.177165354
0500000US48297,"Live Oak County, Texas",904,11,8787,1156,0.120421009
0500000US48299,"Llano County, Texas",1058,57,16562,4251,0.244494892
0500000US48301,"Loving County, Texas",3,0,75,0,0
0500000US48303,"Lubbock County, Texas",51394,5321,177457,51557,0.248537258
0500000US48305,"Lynn County, Texas",461,43,3805,693,0.172526957
0500000US48307,"McCulloch County, Texas",517,19,5715,1086,0.177310655
0500000US48309,"McLennan County, Texas",36672,3364,150034,35492,0.20811329
0500000US48311,"McMullen County, Texas",24,1,464,108,0.223360656
0500000US48313,"Madison County, Texas",1414,49,9689,1321,0.123390075
0500000US48315,"Marion County, Texas",663,49,7573,1126,0.142666343
0500000US48317,"Martin County, Texas",570,37,3290,670,0.183160622
0500000US48319,"Mason County, Texas",300,0,2976,595,0.181623932
0500000US48321,"Matagorda County, Texas",3074,77,24144,4028,0.150819311
0500000US48323,"Maverick County, Texas",6957,247,32606,4081,0.109395142
0500000US48325,"Medina County, Texas",4853,208,32962,6527,0.178103927
0500000US48327,"Menard County, Texas",103,11,1716,305,0.173721825
0500000US48329,"Midland County, Texas",15450,1043,102481,28049,0.246686622
0500000US48331,"Milam County, Texas",2048,137,16546,2285,0.130257072
0500000US48333,"Mills County, Texas",401,1,3411,620,0.162906611
0500000US48335,"Mitchell County, Texas",1140,46,5769,681,0.105225069
0500000US48337,"Montague County, Texas",1421,63,13546,2096,0.144250685
0500000US48339,"Montgomery County, Texas",46032,4102,360769,125054,0.317491845
0500000US48341,"Moore County, Texas",2369,120,12516,1792,0.128451461
0500000US48343,"Morris County, Texas",910,0,8673,1342,0.140039654
0500000US48345,"Motley County, Texas",55,0,791,132,0.156028369
0500000US48347,"Nacogdoches County, Texas",12741,725,37475,9177,0.197188147
0500000US48349,"Navarro County, Texas",4150,112,31679,5114,0.145859499
0500000US48351,"Newton County, Texas",1470,0,9708,861,0.077026302
0500000US48353,"Nolan County, Texas",1461,83,9613,1487,0.141773524
0500000US48355,"Nueces County, Texas",36443,2461,234039,50403,0.195443689
0500000US48357,"Ochiltree County, Texas",903,28,6174,936,0.136215911
0500000US48359,"Oldham County, Texas",176,1,1150,259,0.196078431
0500000US48361,"Orange County, Texas",7124,212,56063,8556,0.13876272
0500000US48363,"Palo Pinto County, Texas",2330,126,19305,3187,0.1531315
0500000US48365,"Panola County, Texas",2081,45,15785,2444,0.1393149
0500000US48367,"Parker County, Texas",10527,922,87084,23302,0.248168751
0500000US48369,"Parmer County, Texas",926,29,6048,1069,0.157441927
0500000US48371,"Pecos County, Texas",1356,73,10580,1032,0.092577078
0500000US48373,"Polk County, Texas",3699,204,34334,4799,0.131543659
0500000US48375,"Potter County, Texas",11227,575,76310,11290,0.135542685
0500000US48377,"Presidio County, Texas",584,9,4602,923,0.179714616
0500000US48379,"Rains County, Texas",697,5,8473,993,0.108833152
0500000US48381,"Randall County, Texas",13576,896,86951,27833,0.285783919
0500000US48383,"Reagan County, Texas",357,0,2283,242,0.091666667
0500000US48385,"Real County, Texas",265,6,2440,503,0.188170055
0500000US48387,"Red River County, Texas",1008,30,8804,1107,0.115878516
0500000US48389,"Reeves County, Texas",1682,19,10073,1086,0.094002552
0500000US48391,"Refugio County, Texas",637,0,4900,578,0.104388658
0500000US48393,"Roberts County, Texas",41,3,567,149,0.25
0500000US48395,"Robertson County, Texas",1426,0,11401,1839,0.143369455
0500000US48397,"Rockwall County, Texas",7353,661,60582,24403,0.368940899
0500000US48399,"Runnels County, Texas",857,47,6968,1274,0.168817891
0500000US48401,"Rusk County, Texas",4770,97,36574,5310,0.130780766
0500000US48403,"Sabine County, Texas",500,11,7994,1276,0.151518719
0500000US48405,"San Augustine County, Texas",535,0,6124,816,0.122540922
0500000US48407,"San Jacinto County, Texas",1918,56,19779,2160,0.102133936
0500000US48409,"San Patricio County, Texas",6112,185,42736,6368,0.134150835
0500000US48411,"San Saba County, Texas",505,23,4239,610,0.133431703
0500000US48413,"Schleicher County, Texas",218,74,2001,330,0.182063993
0500000US48415,"Scurry County, Texas",1698,42,11238,1857,0.146799629
0500000US48417,"Shackelford County, Texas",282,0,2245,560,0.221606648
0500000US48419,"Shelby County, Texas",2312,50,16320,2366,0.129669386
0500000US48421,"Sherman County, Texas",256,9,2092,413,0.179727428
0500000US48423,"Smith County, Texas",22778,1594,146551,37849,0.232937063
0500000US48425,"Somervell County, Texas",756,63,5972,1430,0.221908442
0500000US48427,"Starr County, Texas",7370,434,35345,3658,0.095797729
0500000US48429,"Stephens County, Texas",841,27,6422,1068,0.150764147
0500000US48431,"Sterling County, Texas",32,0,782,124,0.152334152
0500000US48433,"Stonewall County, Texas",88,11,989,135,0.135561746
0500000US48435,"Sutton County, Texas",252,0,2659,470,0.161456544
0500000US48437,"Swisher County, Texas",525,15,5059,647,0.118553009
0500000US48439,"Tarrant County, Texas",189330,18771,1290366,405976,0.287050178
0500000US48441,"Taylor County, Texas",19610,1646,83059,20366,0.214397725
0500000US48443,"Terrell County, Texas",32,0,717,110,0.146862483
0500000US48445,"Terry County, Texas",1126,12,8029,963,0.106499181
0500000US48447,"Throckmorton County, Texas",133,6,1126,214,0.174741859
0500000US48449,"Titus County, Texas",3312,44,19884,3160,0.138127263
0500000US48451,"Tom Green County, Texas",14453,1058,75126,18162,0.214559216
0500000US48453,"Travis County, Texas",114109,18368,819773,398329,0.44619877
0500000US48455,"Trinity County, Texas",939,31,10680,1365,0.120148033
0500000US48457,"Tyler County, Texas",2296,98,15121,1889,0.114083941
0500000US48459,"Upshur County, Texas",3314,153,27588,4695,0.15688305
0500000US48461,"Upton County, Texas",267,10,2311,228,0.092319628
0500000US48463,"Uvalde County, Texas",2811,172,16824,2650,0.143722944
0500000US48465,"Val Verde County, Texas",5563,639,29364,5460,0.174621353
0500000US48467,"Van Zandt County, Texas",4132,168,37568,6413,0.157817746
0500000US48469,"Victoria County, Texas",8573,397,59826,12025,0.181610842
0500000US48471,"Walker County, Texas",14449,963,46214,9535,0.173054415
0500000US48473,"Waller County, Texas",10197,187,27604,5486,0.150075395
0500000US48475,"Ward County, Texas",1162,70,7234,984,0.12553597
0500000US48477,"Washington County, Texas",3896,117,23187,5790,0.2181073
0500000US48479,"Webb County, Texas",31165,1244,149553,27549,0.159325579
0500000US48481,"Wharton County, Texas",3811,188,26922,4605,0.155956138
0500000US48483,"Wheeler County, Texas",346,6,3712,616,0.153277477
0500000US48485,"Wichita County, Texas",17864,890,84203,19364,0.198438281
0500000US48487,"Wilbarger County, Texas",1073,37,8922,1437,0.147473737
0500000US48489,"Willacy County, Texas",2852,0,13600,1371,0.083333333
0500000US48491,"Williamson County, Texas",41628,4437,346522,142568,0.378732449
0500000US48493,"Wilson County, Texas",3980,222,32427,6653,0.188837312
0500000US48495,"Winkler County, Texas",894,35,4547,433,0.0860136
0500000US48497,"Wise County, Texas",5253,193,43243,7547,0.159600792
0500000US48499,"Wood County, Texas",3352,88,31947,5246,0.151109097
0500000US48501,"Yoakum County, Texas",734,74,5010,817,0.155118384
0500000US48503,"Young County, Texas",1287,111,12441,2438,0.185678904
0500000US48505,"Zapata County, Texas",1475,0,8059,835,0.087581288
0500000US48507,"Zavala County, Texas",1399,120,7149,614,0.085868039
0500000US49001,"Beaver County, Utah",566,6,3811,779,0.179346584
0500000US49003,"Box Elder County, Utah",4738,159,31183,7279,0.207065505
0500000US49005,"Cache County, Utah",23296,2020,61442,23208,0.297717671
0500000US49007,"Carbon County, Utah",1938,39,12987,2124,0.144924623
0500000US49009,"Daggett County, Utah",67,0,418,52,0.107216495
0500000US49011,"Davis County, Utah",31480,2092,197451,74044,0.332571823
0500000US49013,"Duchesne County, Utah",1593,30,11729,1691,0.129184807
0500000US49015,"Emery County, Utah",803,26,6327,928,0.133800842
0500000US49017,"Garfield County, Utah",384,19,3428,838,0.224816369
0500000US49019,"Grand County, Utah",892,54,6725,1861,0.251411317
0500000US49021,"Iron County, Utah",7533,304,27707,8073,0.237712826
0500000US49023,"Juab County, Utah",1005,34,6135,1047,0.15140056
0500000US49025,"Kane County, Utah",524,16,5117,1399,0.250842049
0500000US49027,"Millard County, Utah",1005,50,7766,1741,0.204195645
0500000US49029,"Morgan County, Utah",975,60,6353,2508,0.350436681
0500000US49031,"Piute County, Utah",98,0,1364,258,0.176470588
0500000US49033,"Rich County, Utah",148,0,1348,329,0.219919786
0500000US49035,"Salt Lake County, Utah",107041,8888,702004,242173,0.31031772
0500000US49037,"San Juan County, Utah",1541,62,8882,1635,0.16281301
0500000US49039,"Sanpete County, Utah",4459,94,17132,3219,0.153443564
0500000US49041,"Sevier County, Utah",1716,81,13040,2226,0.156343182
0500000US49043,"Summit County, Utah",3364,486,26844,14849,0.507646981
0500000US49045,"Tooele County, Utah",5791,266,37488,8613,0.205157236
0500000US49047,"Uintah County, Utah",3174,57,20889,3080,0.130366122
0500000US49049,"Utah County, Utah",99150,7193,289433,116085,0.317250111
0500000US49051,"Wasatch County, Utah",2574,182,18131,7364,0.364453031
0500000US49053,"Washington County, Utah",14373,408,102484,28437,0.246840155
0500000US49055,"Wayne County, Utah",145,0,1848,466,0.233818364
0500000US49057,"Weber County, Utah",23863,1040,152599,36354,0.211909646
0500000US50001,"Addison County, Vermont",5040,456,25425,9325,0.321056951
0500000US50003,"Bennington County, Vermont",3413,230,25587,9145,0.323275862
0500000US50005,"Caledonia County, Vermont",2773,201,21647,6079,0.257166257
0500000US50007,"Chittenden County, Vermont",26316,4770,106268,53882,0.442376154
0500000US50009,"Essex County, Vermont",379,34,4716,737,0.151324828
0500000US50011,"Franklin County, Vermont",3806,423,34079,8081,0.224468787
0500000US50013,"Grand Isle County, Vermont",510,108,5220,2048,0.376265271
0500000US50015,"Lamoille County, Vermont",2364,83,17651,6589,0.333349988
0500000US50017,"Orange County, Vermont",2376,180,21113,6154,0.269658138
0500000US50019,"Orleans County, Vermont",1929,150,19698,4261,0.203958015
0500000US50021,"Rutland County, Vermont",5695,642,42983,13031,0.280886643
0500000US50023,"Washington County, Vermont",5426,431,41815,17339,0.376156305
0500000US50025,"Windham County, Vermont",3401,331,31820,12288,0.358280571
0500000US50027,"Windsor County, Vermont",3508,437,41673,15147,0.344923751
0500000US51001,"Accomack County, Virginia",2266,123,23595,4376,0.173968524
0500000US51003,"Albemarle County, Virginia",12733,1841,71888,38487,0.476572009
0500000US51005,"Alleghany County, Virginia",1071,58,11276,1736,0.145298453
0500000US51007,"Amelia County, Virginia",1047,54,9030,1436,0.147861467
0500000US51009,"Amherst County, Virginia",2966,285,22594,4342,0.181025039
0500000US51011,"Appomattox County, Virginia",1144,87,11089,2192,0.186299354
0500000US51013,"Arlington County, Virginia",18537,9932,172489,128610,0.72525206
0500000US51015,"Augusta County, Virginia",5755,490,54368,12796,0.220980324
0500000US51017,"Bath County, Virginia",300,0,3380,504,0.136956522
0500000US51019,"Bedford County, Virginia",5777,630,56369,16267,0.271891996
0500000US51021,"Bland County, Virginia",430,7,4968,865,0.161541312
0500000US51023,"Botetourt County, Virginia",2395,153,24252,6965,0.267122002
0500000US51025,"Brunswick County, Virginia",1581,47,12264,1756,0.130227519
0500000US51027,"Buchanan County, Virginia",1507,38,16652,1760,0.099014263
0500000US51029,"Buckingham County, Virginia",1273,33,12549,1417,0.104905224
0500000US51031,"Campbell County, Virginia",4421,682,39725,8946,0.218094505
0500000US51033,"Caroline County, Virginia",2711,139,20492,4113,0.183252166
0500000US51035,"Carroll County, Virginia",2006,40,22142,2907,0.122039092
0500000US51036,"Charles City County, Virginia",474,25,5422,720,0.126356852
0500000US51037,"Charlotte County, Virginia",1000,9,8496,870,0.092565291
0500000US51041,"Chesterfield County, Virginia",30507,3222,227148,90529,0.363862529
0500000US51043,"Clarke County, Virginia",1139,115,10203,3281,0.299418092
0500000US51045,"Craig County, Virginia",317,20,3912,722,0.17545519
0500000US51047,"Culpeper County, Virginia",4050,202,33695,8332,0.226096172
0500000US51049,"Cumberland County, Virginia",850,45,6963,1216,0.161397671
0500000US51051,"Dickenson County, Virginia",1055,55,10948,1091,0.095476131
0500000US51053,"Dinwiddie County, Virginia",2336,84,20176,3468,0.157782516
0500000US51057,"Essex County, Virginia",964,149,7815,1291,0.164027794
0500000US51059,"Fairfax County, Virginia",95150,21404,777876,475312,0.568959
0500000US51061,"Fauquier County, Virginia",5270,532,47526,17066,0.333320706
0500000US51063,"Floyd County, Virginia",1020,11,11510,2562,0.205347167
0500000US51065,"Fluvanna County, Virginia",1864,177,19122,6597,0.32278662
0500000US51067,"Franklin County, Virginia",4582,365,40771,8372,0.192644368
0500000US51069,"Frederick County, Virginia",6820,679,58549,16432,0.261760162
0500000US51071,"Giles County, Virginia",1187,44,12135,2208,0.169043687
0500000US51073,"Gloucester County, Virginia",2741,125,26934,6152,0.211524853
0500000US51075,"Goochland County, Virginia",1499,185,16837,6598,0.36992801
0500000US51077,"Grayson County, Virginia",1114,53,11981,1495,0.118213058
0500000US51079,"Greene County, Virginia",1242,147,13495,3745,0.26409717
0500000US51081,"Greensville County, Virginia",943,7,8821,793,0.081933634
0500000US51083,"Halifax County, Virginia",2646,163,24981,3973,0.149708618
0500000US51085,"Hanover County, Virginia",9193,955,71859,28158,0.359189163
0500000US51087,"Henrico County, Virginia",25735,4206,224714,96491,0.40206589
0500000US51089,"Henry County, Virginia",3605,122,37847,4839,0.119680594
0500000US51091,"Highland County, Virginia",55,0,1869,431,0.224012474
0500000US51093,"Isle of Wight County, Virginia",2556,265,26162,7365,0.265687026
0500000US51095,"James City County, Virginia",5475,673,53559,26564,0.461378189
0500000US51097,"King and Queen County, Virginia",523,29,5193,1027,0.184744577
0500000US51099,"King George County, Virginia",2190,251,17084,5915,0.319912836
0500000US51101,"King William County, Virginia",1288,52,11398,2329,0.187687214
0500000US51103,"Lancaster County, Virginia",553,22,8573,2647,0.2924611
0500000US51105,"Lee County, Virginia",1580,95,17974,2041,0.109235962
0500000US51107,"Loudoun County, Virginia",27870,5533,246287,149720,0.566292307
0500000US51109,"Louisa County, Virginia",2392,147,25700,6026,0.219742275
0500000US51111,"Lunenburg County, Virginia",947,15,9030,953,0.097023153
0500000US51113,"Madison County, Virginia",951,131,9461,2285,0.232039954
0500000US51115,"Mathews County, Virginia",615,120,6846,1915,0.272751642
0500000US51117,"Mecklenburg County, Virginia",2271,92,22774,4180,0.170572969
0500000US51119,"Middlesex County, Virginia",765,24,8239,1797,0.202243447
0500000US51121,"Montgomery County, Virginia",27123,3691,55516,25414,0.352194484
0500000US51125,"Nelson County, Virginia",873,92,11212,3596,0.3051717
0500000US51127,"New Kent County, Virginia",1522,198,15203,4316,0.269895366
0500000US51131,"Northampton County, Virginia",828,44,8757,1888,0.201564945
0500000US51133,"Northumberland County, Virginia",572,50,9807,2794,0.274014838
0500000US51135,"Nottoway County, Virginia",1473,13,11006,1401,0.113310361
0500000US51137,"Orange County, Virginia",2826,206,25025,6070,0.225341998
0500000US51139,"Page County, Virginia",1601,130,17307,2408,0.134228898
0500000US51141,"Patrick County, Virginia",1160,64,13540,1880,0.132244898
0500000US51143,"Pittsylvania County, Virginia",4436,403,45213,6299,0.134987613
0500000US51145,"Powhatan County, Virginia",2265,72,21108,6085,0.263423608
0500000US51147,"Prince Edward County, Virginia",6352,339,12866,3620,0.206004787
0500000US51149,"Prince George County, Virginia",3401,118,26310,6314,0.216485477
0500000US51153,"Prince William County, Virginia",39653,4481,291144,116826,0.366711306
0500000US51155,"Pulaski County, Virginia",2507,167,25549,4969,0.183062447
0500000US51157,"Rappahannock County, Virginia",510,20,5512,1813,0.304383926
0500000US51159,"Richmond County, Virginia",684,11,6697,1049,0.143611977
0500000US51161,"Roanoke County, Virginia",7394,1026,67172,23361,0.327052544
0500000US51163,"Rockbridge County, Virginia",1562,103,16927,4483,0.248039375
0500000US51165,"Rockingham County, Virginia",7413,587,54319,14060,0.237267544
0500000US51167,"Russell County, Virginia",1959,133,20190,2732,0.129351212
0500000US51169,"Scott County, Virginia",1506,135,16441,2363,0.139187608
0500000US51171,"Shenandoah County, Virginia",3120,196,30765,6177,0.18807732
0500000US51173,"Smyth County, Virginia",2297,109,22669,3248,0.13446287
0500000US51175,"Southampton County, Virginia",1325,105,13183,2350,0.169216984
0500000US51177,"Spotsylvania County, Virginia",11290,1287,87020,27411,0.291913335
0500000US51179,"Stafford County, Virginia",14177,1817,91806,36557,0.362076937
0500000US51181,"Surry County, Virginia",580,57,4849,854,0.167802542
0500000US51183,"Sussex County, Virginia",1117,51,8612,1082,0.116455956
0500000US51185,"Tazewell County, Virginia",3266,208,30719,4697,0.14432838
0500000US51187,"Warren County, Virginia",3525,314,27171,5745,0.197387282
0500000US51191,"Washington County, Virginia",4310,236,39944,8981,0.208274958
0500000US51193,"Westmoreland County, Virginia",1158,114,13156,2676,0.19491407
0500000US51195,"Wise County, Virginia",3677,161,27593,4007,0.133290694
0500000US51197,"Wythe County, Virginia",1999,263,21141,3918,0.1806828
0500000US51199,"York County, Virginia",5976,796,45347,20606,0.417006021
0500000US51510,"Alexandria city, Virginia",9288,2330,118554,73626,0.594139641
0500000US51520,"Bristol city, Virginia",1291,68,12093,2915,0.222878063
0500000US51530,"Buena Vista city, Virginia",1103,75,4090,651,0.139803582
0500000US51540,"Charlottesville city, Virginia",9532,1147,30125,15847,0.428524598
0500000US51550,"Chesapeake city, Virginia",20968,2267,159085,51624,0.299306315
0500000US51570,"Colonial Heights city, Virginia",1350,159,12209,2835,0.220812744
0500000US51580,"Covington city, Virginia",474,74,4036,616,0.152993348
0500000US51590,"Danville city, Virginia",3640,192,28766,5279,0.16882676
0500000US51595,"Emporia city, Virginia",339,22,3631,487,0.128211587
0500000US51600,"Fairfax city, Virginia",2114,574,16325,9578,0.550572157
0500000US51610,"Falls Church city, Virginia",1013,275,9451,7422,0.735569572
0500000US51620,"Franklin city, Virginia",574,32,5653,1195,0.197045126
0500000US51630,"Fredericksburg city, Virginia",5449,688,17068,7181,0.34946929
0500000US51640,"Galax city, Virginia",295,33,4930,609,0.122870813
0500000US51650,"Hampton city, Virginia",16314,1091,90405,24209,0.237071187
0500000US51660,"Harrisonburg city, Virginia",17759,1189,26831,9647,0.243014129
0500000US51670,"Hopewell city, Virginia",1839,155,14820,1994,0.12899934
0500000US51678,"Lexington city, Virginia",3722,162,2761,1091,0.193274718
0500000US51680,"Lynchburg city, Virginia",20142,2699,44472,15464,0.281100071
0500000US51683,"Manassas city, Virginia",3795,516,26498,7876,0.277027696
0500000US51685,"Manassas Park city, Virginia",1413,159,10816,3162,0.271567585
0500000US51690,"Martinsville city, Virginia",988,43,8987,1913,0.196090226
0500000US51700,"Newport News city, Virginia",22043,1643,116258,29640,0.226195038
0500000US51710,"Norfolk city, Virginia",44296,2905,152497,42709,0.2317867
0500000US51720,"Norton city, Virginia",241,58,2826,478,0.174763613
0500000US51730,"Petersburg city, Virginia",3001,210,22025,3968,0.166946376
0500000US51735,"Poquoson city, Virginia",957,163,8421,3608,0.402111324
0500000US51740,"Portsmouth city, Virginia",9379,628,63522,13518,0.194043977
0500000US51750,"Radford city, Virginia",7865,1046,7903,3092,0.262430238
0500000US51760,"Richmond city, Virginia",29364,4051,154419,59442,0.345478091
0500000US51770,"Roanoke city, Virginia",7756,671,70005,16695,0.223325317
0500000US51775,"Salem city, Virginia",3520,222,17082,4966,0.251820212
0500000US51790,"Staunton city, Virginia",2202,319,17576,5979,0.318434624
0500000US51800,"Suffolk city, Virginia",6988,506,60201,16926,0.259447231
0500000US51810,"Virginia Beach city, Virginia",43727,4432,305356,107434,0.32045674
0500000US51820,"Waynesboro city, Virginia",1656,123,15167,3786,0.232360459
0500000US51830,"Williamsburg city, Virginia",5888,532,7283,4127,0.353731683
0500000US51840,"Winchester city, Virginia",3019,148,18402,6241,0.298258718
0500000US53001,"Adams County, Washington",1935,57,10676,1457,0.120053921
0500000US53003,"Asotin County, Washington",1622,109,16074,3291,0.192133816
0500000US53005,"Benton County, Washington",16708,875,125408,37566,0.270490304
0500000US53007,"Chelan County, Washington",6244,477,51391,13702,0.246013707
0500000US53009,"Clallam County, Washington",4946,225,56573,14746,0.243355711
0500000US53011,"Clark County, Washington",37966,2644,312774,93232,0.273353481
0500000US53013,"Columbia County, Washington",178,6,3037,755,0.236702955
0500000US53015,"Cowlitz County, Washington",8136,312,72862,12096,0.153188968
0500000US53017,"Douglas County, Washington",3458,111,27061,5201,0.174055506
0500000US53019,"Ferry County, Washington",524,9,5699,1038,0.168246826
0500000US53021,"Franklin County, Washington",8632,179,52111,9026,0.151540095
0500000US53023,"Garfield County, Washington",61,0,1634,411,0.242477876
0500000US53025,"Grant County, Washington",9344,419,57214,10072,0.157621924
0500000US53027,"Grays Harbor County, Washington",5171,227,51839,8205,0.147903877
0500000US53029,"Island County, Washington",7164,358,59402,19576,0.299462188
0500000US53031,"Jefferson County, Washington",1407,130,25523,10679,0.401373932
0500000US53033,"King County, Washington",180404,39481,1537475,790809,0.483322749
0500000US53035,"Kitsap County, Washington",26679,1725,181431,58452,0.289159579
0500000US53037,"Kittitas County, Washington",10067,1135,26948,9371,0.283830879
0500000US53039,"Klickitat County, Washington",1491,61,15682,4526,0.26710534
0500000US53041,"Lewis County, Washington",5885,209,54410,9161,0.155402604
0500000US53043,"Lincoln County, Washington",620,12,7577,1788,0.219592534
0500000US53045,"Mason County, Washington",4491,166,45951,8258,0.167003687
0500000US53047,"Okanogan County, Washington",3048,151,29026,5519,0.176778699
0500000US53049,"Pacific County, Washington",1313,73,16360,2943,0.170655803
0500000US53051,"Pend Oreille County, Washington",792,45,9827,1985,0.191166777
0500000US53053,"Pierce County, Washington",79914,6852,575988,152051,0.242266375
0500000US53055,"San Juan County, Washington",827,56,13414,6518,0.461624886
0500000US53057,"Skagit County, Washington",9983,382,86398,22685,0.239331403
0500000US53059,"Skamania County, Washington",793,26,8582,2039,0.220266667
0500000US53061,"Snohomish County, Washington",63724,6573,542602,172902,0.29600413
0500000US53063,"Spokane County, Washington",48634,4013,338047,102693,0.275953564
0500000US53065,"Stevens County, Washington",3069,176,31482,5818,0.173482678
0500000US53067,"Thurston County, Washington",22967,1719,191915,68603,0.327258682
0500000US53069,"Wahkiakum County, Washington",298,11,3190,607,0.177178899
0500000US53071,"Walla Walla County, Washington",7932,452,39420,11262,0.247381314
0500000US53073,"Whatcom County, Washington",31203,2861,142652,48346,0.294538552
0500000US53075,"Whitman County, Washington",17436,1612,23841,11811,0.325193207
0500000US53077,"Yakima County, Washington",24452,819,150447,24061,0.142253529
0500000US54001,"Barbour County, West Virginia",2055,109,11305,1881,0.148952096
0500000US54003,"Berkeley County, West Virginia",8808,677,77723,16315,0.196368931
0500000US54005,"Boone County, West Virginia",1613,73,16212,1354,0.080056101
0500000US54007,"Braxton County, West Virginia",1053,92,10369,1561,0.144720714
0500000US54009,"Brooke County, West Virginia",2259,61,16394,3187,0.174127486
0500000US54011,"Cabell County, West Virginia",12865,1803,63538,16322,0.237228905
0500000US54013,"Calhoun County, West Virginia",441,4,5477,605,0.102906387
0500000US54015,"Clay County, West Virginia",622,86,6176,586,0.098852604
0500000US54017,"Doddridge County, West Virginia",768,75,6363,998,0.15046978
0500000US54019,"Fayette County, West Virginia",3166,255,31828,4826,0.145196319
0500000US54021,"Gilmer County, West Virginia",1279,66,5702,820,0.126915915
0500000US54023,"Grant County, West Virginia",891,70,8538,1231,0.137978577
0500000US54025,"Greenbrier County, West Virginia",2328,259,26024,5189,0.192155756
