AD,ED,Candidate,Votes
24,33,Donald J. Trump / Michael R. Pence (Conservative),32
24,33,Joseph R. Biden / Kamala D. Harris (Working Families),24
24,33,Howie Hawkins / Angela Nicole Walker (Green),0
24,33,Jo Jorgensen / Jeremy Cohen (Libertarian),5
24,33,Brock Pierce / Karla Ballard (Independence),0
24,33,Scattered,3
24,34,Public Counter,325
24,34,Manually Counted Emergency,0
24,34,Absentee / Military,103
24,34,Federal,3
24,34,Special Presidential,0
24,34,Affidavit,7
24,34,Joseph R. Biden / Kamala D. Harris (Democratic),135
24,34,Donald J. Trump / Michael R. Pence (Republican),275
24,34,Donald J. Trump / Michael R. Pence (Conservative),12
24,34,Joseph R. Biden / Kamala D. Harris (Working Families),8
24,34,Howie Hawkins / Angela Nicole Walker (Green),0
24,34,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,34,Brock Pierce / Karla Ballard (Independence),0
24,34,Scattered,5
24,35,Public Counter,472
24,35,Manually Counted Emergency,0
24,35,Absentee / Military,172
24,35,Federal,5
24,35,Special Presidential,0
24,35,Affidavit,5
24,35,Joseph R. Biden / Kamala D. Harris (Democratic),433
24,35,Donald J. Trump / Michael R. Pence (Republican),157
24,35,Donald J. Trump / Michael R. Pence (Conservative),13
24,35,Joseph R. Biden / Kamala D. Harris (Working Families),41
24,35,Howie Hawkins / Angela Nicole Walker (Green),2
24,35,Jo Jorgensen / Jeremy Cohen (Libertarian),2
24,35,Brock Pierce / Karla Ballard (Independence),0
24,35,Scattered,4
24,36,Public Counter,212
24,36,Manually Counted Emergency,0
24,36,Absentee / Military,52
24,36,Federal,0
24,36,Special Presidential,0
24,36,Affidavit,1
24,36,Joseph R. Biden / Kamala D. Harris (Democratic),214
24,36,Donald J. Trump / Michael R. Pence (Republican),32
24,36,Donald J. Trump / Michael R. Pence (Conservative),0
24,36,Joseph R. Biden / Kamala D. Harris (Working Families),16
24,36,Howie Hawkins / Angela Nicole Walker (Green),1
24,36,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,36,Brock Pierce / Karla Ballard (Independence),0
24,37,Public Counter,313
24,37,Manually Counted Emergency,0
24,37,Absentee / Military,119
24,37,Federal,1
24,37,Special Presidential,0
24,37,Affidavit,2
24,37,Joseph R. Biden / Kamala D. Harris (Democratic),348
24,37,Donald J. Trump / Michael R. Pence (Republican),59
24,37,Donald J. Trump / Michael R. Pence (Conservative),2
24,37,Joseph R. Biden / Kamala D. Harris (Working Families),20
24,37,Howie Hawkins / Angela Nicole Walker (Green),2
24,37,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,37,Brock Pierce / Karla Ballard (Independence),0
24,37,Scattered,2
24,38,Public Counter,24
24,38,Manually Counted Emergency,0
24,38,Absentee / Military,6
24,38,Federal,0
24,38,Special Presidential,0
24,38,Affidavit,1
24,38,Joseph R. Biden / Kamala D. Harris (Democratic),21
24,38,Donald J. Trump / Michael R. Pence (Republican),9
24,38,Donald J. Trump / Michael R. Pence (Conservative),1
24,38,Joseph R. Biden / Kamala D. Harris (Working Families),0
24,38,Howie Hawkins / Angela Nicole Walker (Green),0
24,38,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,38,Brock Pierce / Karla Ballard (Independence),0
24,39,Public Counter,60
24,39,Manually Counted Emergency,0
24,39,Absentee / Military,24
24,39,Federal,0
24,39,Special Presidential,0
24,39,Affidavit,1
24,39,Joseph R. Biden / Kamala D. Harris (Democratic),57
24,39,Donald J. Trump / Michael R. Pence (Republican),20
24,39,Donald J. Trump / Michael R. Pence (Conservative),3
24,39,Joseph R. Biden / Kamala D. Harris (Working Families),3
24,39,Howie Hawkins / Angela Nicole Walker (Green),0
24,39,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,39,Brock Pierce / Karla Ballard (Independence),0
24,40,Public Counter,588
24,40,Manually Counted Emergency,0
24,40,Absentee / Military,167
24,40,Federal,4
24,40,Special Presidential,0
24,40,Affidavit,5
24,40,Joseph R. Biden / Kamala D. Harris (Democratic),597
24,40,Donald J. Trump / Michael R. Pence (Republican),116
24,40,Donald J. Trump / Michael R. Pence (Conservative),6
24,40,Joseph R. Biden / Kamala D. Harris (Working Families),35
24,40,Howie Hawkins / Angela Nicole Walker (Green),3
24,40,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,40,Brock Pierce / Karla Ballard (Independence),1
24,40,Scattered,1
24,41,Public Counter,127
24,41,Manually Counted Emergency,0
24,41,Absentee / Military,63
24,41,Federal,1
24,41,Special Presidential,0
24,41,Affidavit,0
24,41,Joseph R. Biden / Kamala D. Harris (Democratic),104
24,41,Donald J. Trump / Michael R. Pence (Republican),63
24,41,Donald J. Trump / Michael R. Pence (Conservative),1
24,41,Joseph R. Biden / Kamala D. Harris (Working Families),16
24,41,Howie Hawkins / Angela Nicole Walker (Green),3
24,41,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,41,Brock Pierce / Karla Ballard (Independence),0
24,41,Scattered,1
24,42,Public Counter,288
24,42,Manually Counted Emergency,0
24,42,Absentee / Military,102
24,42,Federal,0
24,42,Special Presidential,0
24,42,Affidavit,8
24,42,Joseph R. Biden / Kamala D. Harris (Democratic),238
24,42,Donald J. Trump / Michael R. Pence (Republican),119
24,42,Donald J. Trump / Michael R. Pence (Conservative),3
24,42,Joseph R. Biden / Kamala D. Harris (Working Families),31
24,42,Howie Hawkins / Angela Nicole Walker (Green),3
24,42,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,42,Brock Pierce / Karla Ballard (Independence),0
24,43,Public Counter,531
24,43,Manually Counted Emergency,0
24,43,Absentee / Military,181
24,43,Federal,4
24,43,Special Presidential,0
24,43,Affidavit,8
24,43,Joseph R. Biden / Kamala D. Harris (Democratic),556
24,43,Donald J. Trump / Michael R. Pence (Republican),98
24,43,Donald J. Trump / Michael R. Pence (Conservative),13
24,43,Joseph R. Biden / Kamala D. Harris (Working Families),49
24,43,Howie Hawkins / Angela Nicole Walker (Green),0
24,43,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,43,Brock Pierce / Karla Ballard (Independence),0
24,43,Scattered,2
24,44,Public Counter,446
24,44,Manually Counted Emergency,0
24,44,Absentee / Military,113
24,44,Federal,0
24,44,Special Presidential,0
24,44,Affidavit,4
24,44,Joseph R. Biden / Kamala D. Harris (Democratic),456
24,44,Donald J. Trump / Michael R. Pence (Republican),75
24,44,Donald J. Trump / Michael R. Pence (Conservative),9
24,44,Joseph R. Biden / Kamala D. Harris (Working Families),16
24,44,Howie Hawkins / Angela Nicole Walker (Green),1
24,44,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,44,Brock Pierce / Karla Ballard (Independence),0
24,45,Public Counter,469
24,45,Manually Counted Emergency,0
24,45,Absentee / Military,159
24,45,Federal,3
24,45,Special Presidential,0
24,45,Affidavit,10
24,45,Joseph R. Biden / Kamala D. Harris (Democratic),425
24,45,Donald J. Trump / Michael R. Pence (Republican),159
24,45,Donald J. Trump / Michael R. Pence (Conservative),8
24,45,Joseph R. Biden / Kamala D. Harris (Working Families),37
24,45,Howie Hawkins / Angela Nicole Walker (Green),2
24,45,Jo Jorgensen / Jeremy Cohen (Libertarian),5
24,45,Brock Pierce / Karla Ballard (Independence),0
24,45,Scattered,3
24,46,Public Counter,468
24,46,Manually Counted Emergency,0
24,46,Absentee / Military,107
24,46,Federal,3
24,46,Special Presidential,0
24,46,Affidavit,15
24,46,Joseph R. Biden / Kamala D. Harris (Democratic),426
24,46,Donald J. Trump / Michael R. Pence (Republican),102
24,46,Donald J. Trump / Michael R. Pence (Conservative),7
24,46,Joseph R. Biden / Kamala D. Harris (Working Families),46
24,46,Howie Hawkins / Angela Nicole Walker (Green),3
24,46,Jo Jorgensen / Jeremy Cohen (Libertarian),3
24,46,Brock Pierce / Karla Ballard (Independence),0
24,46,Scattered,1
24,47,Public Counter,412
24,47,Manually Counted Emergency,0
24,47,Absentee / Military,186
24,47,Federal,3
24,47,Special Presidential,0
24,47,Affidavit,11
24,47,Joseph R. Biden / Kamala D. Harris (Democratic),433
24,47,Donald J. Trump / Michael R. Pence (Republican),136
24,47,Donald J. Trump / Michael R. Pence (Conservative),3
24,47,Joseph R. Biden / Kamala D. Harris (Working Families),33
24,47,Howie Hawkins / Angela Nicole Walker (Green),2
24,47,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,47,Brock Pierce / Karla Ballard (Independence),0
24,47,Scattered,1
24,48,Public Counter,181
24,48,Manually Counted Emergency,0
24,48,Absentee / Military,31
24,48,Federal,0
24,48,Special Presidential,0
24,48,Affidavit,4
24,48,Joseph R. Biden / Kamala D. Harris (Democratic),163
24,48,Donald J. Trump / Michael R. Pence (Republican),43
24,48,Donald J. Trump / Michael R. Pence (Conservative),1
24,48,Joseph R. Biden / Kamala D. Harris (Working Families),7
24,48,Howie Hawkins / Angela Nicole Walker (Green),0
24,48,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,48,Brock Pierce / Karla Ballard (Independence),1
24,48,Scattered,1
24,49,Public Counter,577
24,49,Manually Counted Emergency,0
24,49,Absentee / Military,166
24,49,Federal,17
24,49,Special Presidential,0
24,49,Affidavit,9
24,49,Joseph R. Biden / Kamala D. Harris (Democratic),534
24,49,Donald J. Trump / Michael R. Pence (Republican),152
24,49,Donald J. Trump / Michael R. Pence (Conservative),15
24,49,Joseph R. Biden / Kamala D. Harris (Working Families),59
24,49,Howie Hawkins / Angela Nicole Walker (Green),2
24,49,Jo Jorgensen / Jeremy Cohen (Libertarian),2
24,49,Brock Pierce / Karla Ballard (Independence),2
24,49,Scattered,2
24,50,Public Counter,403
24,50,Manually Counted Emergency,0
24,50,Absentee / Military,160
24,50,Federal,5
24,50,Special Presidential,0
24,50,Affidavit,14
24,50,Joseph R. Biden / Kamala D. Harris (Democratic),331
24,50,Donald J. Trump / Michael R. Pence (Republican),194
24,50,Donald J. Trump / Michael R. Pence (Conservative),16
24,50,Joseph R. Biden / Kamala D. Harris (Working Families),36
24,50,Howie Hawkins / Angela Nicole Walker (Green),0
24,50,Jo Jorgensen / Jeremy Cohen (Libertarian),3
24,50,Brock Pierce / Karla Ballard (Independence),1
24,50,Scattered,1
24,51,Public Counter,430
24,51,Manually Counted Emergency,0
24,51,Absentee / Military,99
24,51,Federal,5
24,51,Special Presidential,0
24,51,Affidavit,3
24,51,Joseph R. Biden / Kamala D. Harris (Democratic),410
24,51,Donald J. Trump / Michael R. Pence (Republican),89
24,51,Donald J. Trump / Michael R. Pence (Conservative),9
24,51,Joseph R. Biden / Kamala D. Harris (Working Families),21
24,51,Howie Hawkins / Angela Nicole Walker (Green),0
24,51,Jo Jorgensen / Jeremy Cohen (Libertarian),2
24,51,Brock Pierce / Karla Ballard (Independence),1
24,51,Scattered,2
24,52,Public Counter,413
24,52,Manually Counted Emergency,0
24,52,Absentee / Military,157
24,52,Federal,6
24,52,Special Presidential,0
24,52,Affidavit,5
24,52,Joseph R. Biden / Kamala D. Harris (Democratic),387
24,52,Donald J. Trump / Michael R. Pence (Republican),141
24,52,Donald J. Trump / Michael R. Pence (Conservative),7
24,52,Joseph R. Biden / Kamala D. Harris (Working Families),38
24,52,Howie Hawkins / Angela Nicole Walker (Green),3
24,52,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,52,Brock Pierce / Karla Ballard (Independence),0
24,52,Scattered,1
24,53,Public Counter,544
24,53,Manually Counted Emergency,0
24,53,Absentee / Military,205
24,53,Federal,6
24,53,Special Presidential,0
24,53,Affidavit,8
24,53,Joseph R. Biden / Kamala D. Harris (Democratic),563
24,53,Donald J. Trump / Michael R. Pence (Republican),122
24,53,Donald J. Trump / Michael R. Pence (Conservative),16
24,53,Joseph R. Biden / Kamala D. Harris (Working Families),48
24,53,Howie Hawkins / Angela Nicole Walker (Green),3
24,53,Jo Jorgensen / Jeremy Cohen (Libertarian),2
24,53,Brock Pierce / Karla Ballard (Independence),1
24,53,Scattered,1
24,54,Public Counter,574
24,54,Manually Counted Emergency,0
24,54,Absentee / Military,255
24,54,Federal,6
24,54,Special Presidential,0
24,54,Affidavit,9
24,54,Joseph R. Biden / Kamala D. Harris (Democratic),641
24,54,Donald J. Trump / Michael R. Pence (Republican),141
24,54,Donald J. Trump / Michael R. Pence (Conservative),10
24,54,Joseph R. Biden / Kamala D. Harris (Working Families),38
24,54,Howie Hawkins / Angela Nicole Walker (Green),1
24,54,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,54,Brock Pierce / Karla Ballard (Independence),0
24,54,Scattered,2
24,55,Public Counter,485
24,55,Manually Counted Emergency,0
24,55,Absentee / Military,147
24,55,Federal,2
24,55,Special Presidential,0
24,55,Affidavit,11
24,55,Joseph R. Biden / Kamala D. Harris (Democratic),550
24,55,Donald J. Trump / Michael R. Pence (Republican),60
24,55,Donald J. Trump / Michael R. Pence (Conservative),4
24,55,Joseph R. Biden / Kamala D. Harris (Working Families),25
24,55,Howie Hawkins / Angela Nicole Walker (Green),1
24,55,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,55,Brock Pierce / Karla Ballard (Independence),0
24,55,Scattered,1
24,56,Public Counter,22
24,56,Manually Counted Emergency,0
24,56,Absentee / Military,19
24,56,Federal,2
24,56,Special Presidential,0
24,56,Affidavit,1
24,56,Joseph R. Biden / Kamala D. Harris (Democratic),32
24,56,Donald J. Trump / Michael R. Pence (Republican),11
24,56,Donald J. Trump / Michael R. Pence (Conservative),0
24,56,Joseph R. Biden / Kamala D. Harris (Working Families),1
24,56,Howie Hawkins / Angela Nicole Walker (Green),0
24,56,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,56,Brock Pierce / Karla Ballard (Independence),0
24,57,Public Counter,199
24,57,Manually Counted Emergency,0
24,57,Absentee / Military,70
24,57,Federal,0
24,57,Special Presidential,0
24,57,Affidavit,0
24,57,Joseph R. Biden / Kamala D. Harris (Democratic),215
24,57,Donald J. Trump / Michael R. Pence (Republican),35
24,57,Donald J. Trump / Michael R. Pence (Conservative),0
24,57,Joseph R. Biden / Kamala D. Harris (Working Families),13
24,57,Howie Hawkins / Angela Nicole Walker (Green),1
24,57,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,57,Brock Pierce / Karla Ballard (Independence),1
24,57,Scattered,1
24,58,Public Counter,135
24,58,Manually Counted Emergency,0
24,58,Absentee / Military,21
24,58,Federal,0
24,58,Special Presidential,0
24,58,Affidavit,1
24,58,Joseph R. Biden / Kamala D. Harris (Democratic),125
24,58,Donald J. Trump / Michael R. Pence (Republican),13
24,58,Donald J. Trump / Michael R. Pence (Conservative),2
24,58,Joseph R. Biden / Kamala D. Harris (Working Families),7
24,58,Howie Hawkins / Angela Nicole Walker (Green),1
24,58,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,58,Brock Pierce / Karla Ballard (Independence),0
24,58,Scattered,1
24,59,Public Counter,367
24,59,Manually Counted Emergency,0
24,59,Absentee / Military,117
24,59,Federal,3
24,59,Special Presidential,0
24,59,Affidavit,4
24,59,Joseph R. Biden / Kamala D. Harris (Democratic),364
24,59,Donald J. Trump / Michael R. Pence (Republican),84
24,59,Donald J. Trump / Michael R. Pence (Conservative),10
24,59,Joseph R. Biden / Kamala D. Harris (Working Families),25
24,59,Howie Hawkins / Angela Nicole Walker (Green),0
24,59,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,59,Brock Pierce / Karla Ballard (Independence),1
24,59,Scattered,1
24,60,Public Counter,141
24,60,Manually Counted Emergency,0
24,60,Absentee / Military,53
24,60,Federal,1
24,60,Special Presidential,0
24,60,Affidavit,2
24,60,Joseph R. Biden / Kamala D. Harris (Democratic),144
24,60,Donald J. Trump / Michael R. Pence (Republican),35
24,60,Donald J. Trump / Michael R. Pence (Conservative),1
24,60,Joseph R. Biden / Kamala D. Harris (Working Families),9
24,60,Howie Hawkins / Angela Nicole Walker (Green),3
24,60,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,60,Brock Pierce / Karla Ballard (Independence),0
24,61,Public Counter,331
24,61,Manually Counted Emergency,0
24,61,Absentee / Military,150
24,61,Federal,2
24,61,Special Presidential,0
24,61,Affidavit,8
24,61,Joseph R. Biden / Kamala D. Harris (Democratic),338
24,61,Donald J. Trump / Michael R. Pence (Republican),107
24,61,Donald J. Trump / Michael R. Pence (Conservative),10
24,61,Joseph R. Biden / Kamala D. Harris (Working Families),30
24,61,Howie Hawkins / Angela Nicole Walker (Green),3
24,61,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,61,Brock Pierce / Karla Ballard (Independence),0
24,62,Public Counter,473
24,62,Manually Counted Emergency,0
24,62,Absentee / Military,143
24,62,Federal,0
24,62,Special Presidential,0
24,62,Affidavit,5
24,62,Joseph R. Biden / Kamala D. Harris (Democratic),500
24,62,Donald J. Trump / Michael R. Pence (Republican),71
24,62,Donald J. Trump / Michael R. Pence (Conservative),5
24,62,Joseph R. Biden / Kamala D. Harris (Working Families),37
24,62,Howie Hawkins / Angela Nicole Walker (Green),1
24,62,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,62,Brock Pierce / Karla Ballard (Independence),0
24,63,Public Counter,338
24,63,Manually Counted Emergency,0
24,63,Absentee / Military,92
24,63,Federal,0
24,63,Special Presidential,0
24,63,Affidavit,3
24,63,Joseph R. Biden / Kamala D. Harris (Democratic),350
24,63,Donald J. Trump / Michael R. Pence (Republican),61
24,63,Donald J. Trump / Michael R. Pence (Conservative),1
24,63,Joseph R. Biden / Kamala D. Harris (Working Families),10
24,63,Howie Hawkins / Angela Nicole Walker (Green),1
24,63,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,63,Brock Pierce / Karla Ballard (Independence),0
24,64,Public Counter,315
24,64,Manually Counted Emergency,0
24,64,Absentee / Military,90
24,64,Federal,0
24,64,Special Presidential,0
24,64,Affidavit,5
24,64,Joseph R. Biden / Kamala D. Harris (Democratic),321
24,64,Donald J. Trump / Michael R. Pence (Republican),66
24,64,Donald J. Trump / Michael R. Pence (Conservative),5
24,64,Joseph R. Biden / Kamala D. Harris (Working Families),14
24,64,Howie Hawkins / Angela Nicole Walker (Green),0
24,64,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,64,Brock Pierce / Karla Ballard (Independence),1
24,65,Public Counter,274
24,65,Manually Counted Emergency,0
24,65,Absentee / Military,108
24,65,Federal,1
24,65,Special Presidential,0
24,65,Affidavit,8
24,65,Joseph R. Biden / Kamala D. Harris (Democratic),275
24,65,Donald J. Trump / Michael R. Pence (Republican),80
24,65,Donald J. Trump / Michael R. Pence (Conservative),12
24,65,Joseph R. Biden / Kamala D. Harris (Working Families),16
24,65,Howie Hawkins / Angela Nicole Walker (Green),2
24,65,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,65,Brock Pierce / Karla Ballard (Independence),0
24,66,Public Counter,436
24,66,Manually Counted Emergency,0
24,66,Absentee / Military,91
24,66,Federal,0
24,66,Special Presidential,0
24,66,Affidavit,4
24,66,Joseph R. Biden / Kamala D. Harris (Democratic),397
24,66,Donald J. Trump / Michael R. Pence (Republican),95
24,66,Donald J. Trump / Michael R. Pence (Conservative),8
24,66,Joseph R. Biden / Kamala D. Harris (Working Families),26
24,66,Howie Hawkins / Angela Nicole Walker (Green),1
24,66,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,66,Brock Pierce / Karla Ballard (Independence),1
24,66,Scattered,1
24,67,Public Counter,454
24,67,Manually Counted Emergency,0
24,67,Absentee / Military,158
24,67,Federal,2
24,67,Special Presidential,0
24,67,Affidavit,12
24,67,Joseph R. Biden / Kamala D. Harris (Democratic),435
24,67,Donald J. Trump / Michael R. Pence (Republican),149
24,67,Donald J. Trump / Michael R. Pence (Conservative),12
24,67,Joseph R. Biden / Kamala D. Harris (Working Families),24
24,67,Howie Hawkins / Angela Nicole Walker (Green),1
24,67,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,67,Brock Pierce / Karla Ballard (Independence),0
24,67,Scattered,1
24,68,Public Counter,427
24,68,Manually Counted Emergency,0
24,68,Absentee / Military,125
24,68,Federal,1
24,68,Special Presidential,0
24,68,Affidavit,14
24,68,Joseph R. Biden / Kamala D. Harris (Democratic),395
24,68,Donald J. Trump / Michael R. Pence (Republican),121
24,68,Donald J. Trump / Michael R. Pence (Conservative),4
24,68,Joseph R. Biden / Kamala D. Harris (Working Families),31
24,68,Howie Hawkins / Angela Nicole Walker (Green),5
24,68,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,68,Brock Pierce / Karla Ballard (Independence),0
24,68,Scattered,2
24,69,Public Counter,428
24,69,Manually Counted Emergency,0
24,69,Absentee / Military,70
24,69,Federal,0
24,69,Special Presidential,0
24,69,Affidavit,3
24,69,Joseph R. Biden / Kamala D. Harris (Democratic),341
24,69,Donald J. Trump / Michael R. Pence (Republican),118
24,69,Donald J. Trump / Michael R. Pence (Conservative),4
24,69,Joseph R. Biden / Kamala D. Harris (Working Families),27
24,69,Howie Hawkins / Angela Nicole Walker (Green),2
24,69,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,69,Brock Pierce / Karla Ballard (Independence),1
24,69,Scattered,2
24,70,Public Counter,402
24,70,Manually Counted Emergency,0
24,70,Absentee / Military,112
24,70,Federal,2
24,70,Special Presidential,0
24,70,Affidavit,5
24,70,Joseph R. Biden / Kamala D. Harris (Democratic),365
24,70,Donald J. Trump / Michael R. Pence (Republican),121
24,70,Donald J. Trump / Michael R. Pence (Conservative),13
24,70,Joseph R. Biden / Kamala D. Harris (Working Families),19
24,70,Howie Hawkins / Angela Nicole Walker (Green),2
24,70,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,70,Brock Pierce / Karla Ballard (Independence),0
24,71,Public Counter,447
24,71,Manually Counted Emergency,0
24,71,Absentee / Military,94
24,71,Federal,0
24,71,Special Presidential,0
24,71,Affidavit,5
24,71,Joseph R. Biden / Kamala D. Harris (Democratic),345
24,71,Donald J. Trump / Michael R. Pence (Republican),152
24,71,Donald J. Trump / Michael R. Pence (Conservative),13
24,71,Joseph R. Biden / Kamala D. Harris (Working Families),30
24,71,Howie Hawkins / Angela Nicole Walker (Green),0
24,71,Jo Jorgensen / Jeremy Cohen (Libertarian),2
24,71,Brock Pierce / Karla Ballard (Independence),1
24,72,Public Counter,495
24,72,Manually Counted Emergency,0
24,72,Absentee / Military,124
24,72,Federal,0
24,72,Special Presidential,0
24,72,Affidavit,10
24,72,Joseph R. Biden / Kamala D. Harris (Democratic),466
24,72,Donald J. Trump / Michael R. Pence (Republican),128
24,72,Donald J. Trump / Michael R. Pence (Conservative),5
24,72,Joseph R. Biden / Kamala D. Harris (Working Families),24
24,72,Howie Hawkins / Angela Nicole Walker (Green),2
24,72,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,72,Brock Pierce / Karla Ballard (Independence),0
24,72,Scattered,1
24,73,Public Counter,509
24,73,Manually Counted Emergency,0
24,73,Absentee / Military,90
24,73,Federal,0
24,73,Special Presidential,0
24,73,Affidavit,4
24,73,Joseph R. Biden / Kamala D. Harris (Democratic),446
24,73,Donald J. Trump / Michael R. Pence (Republican),130
24,73,Donald J. Trump / Michael R. Pence (Conservative),8
24,73,Joseph R. Biden / Kamala D. Harris (Working Families),15
24,73,Howie Hawkins / Angela Nicole Walker (Green),1
24,73,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,73,Brock Pierce / Karla Ballard (Independence),0
24,74,Public Counter,481
24,74,Manually Counted Emergency,0
24,74,Absentee / Military,99
24,74,Federal,2
24,74,Special Presidential,0
24,74,Affidavit,2
24,74,Joseph R. Biden / Kamala D. Harris (Democratic),466
24,74,Donald J. Trump / Michael R. Pence (Republican),96
24,74,Donald J. Trump / Michael R. Pence (Conservative),8
24,74,Joseph R. Biden / Kamala D. Harris (Working Families),8
24,74,Howie Hawkins / Angela Nicole Walker (Green),1
24,74,Jo Jorgensen / Jeremy Cohen (Libertarian),2
24,74,Brock Pierce / Karla Ballard (Independence),1
24,75,Public Counter,409
24,75,Manually Counted Emergency,0
24,75,Absentee / Military,115
24,75,Federal,2
24,75,Special Presidential,0
24,75,Affidavit,3
24,75,Joseph R. Biden / Kamala D. Harris (Democratic),372
24,75,Donald J. Trump / Michael R. Pence (Republican),126
24,75,Donald J. Trump / Michael R. Pence (Conservative),10
24,75,Joseph R. Biden / Kamala D. Harris (Working Families),16
24,75,Howie Hawkins / Angela Nicole Walker (Green),0
24,75,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,75,Brock Pierce / Karla Ballard (Independence),0
24,76,Public Counter,509
24,76,Manually Counted Emergency,0
24,76,Absentee / Military,114
24,76,Federal,0
24,76,Special Presidential,0
24,76,Affidavit,13
24,76,Joseph R. Biden / Kamala D. Harris (Democratic),462
24,76,Donald J. Trump / Michael R. Pence (Republican),138
24,76,Donald J. Trump / Michael R. Pence (Conservative),11
24,76,Joseph R. Biden / Kamala D. Harris (Working Families),20
24,76,Howie Hawkins / Angela Nicole Walker (Green),0
24,76,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,76,Brock Pierce / Karla Ballard (Independence),0
24,77,Public Counter,493
24,77,Manually Counted Emergency,0
24,77,Absentee / Military,119
24,77,Federal,1
24,77,Special Presidential,0
24,77,Affidavit,6
24,77,Joseph R. Biden / Kamala D. Harris (Democratic),440
24,77,Donald J. Trump / Michael R. Pence (Republican),149
24,77,Donald J. Trump / Michael R. Pence (Conservative),3
24,77,Joseph R. Biden / Kamala D. Harris (Working Families),20
24,77,Howie Hawkins / Angela Nicole Walker (Green),0
24,77,Jo Jorgensen / Jeremy Cohen (Libertarian),1
24,77,Brock Pierce / Karla Ballard (Independence),0
24,77,Scattered,1
24,78,Public Counter,380
24,78,Manually Counted Emergency,0
24,78,Absentee / Military,104
24,78,Federal,3
24,78,Special Presidential,0
24,78,Affidavit,5
24,78,Joseph R. Biden / Kamala D. Harris (Democratic),371
24,78,Donald J. Trump / Michael R. Pence (Republican),75
24,78,Donald J. Trump / Michael R. Pence (Conservative),5
24,78,Joseph R. Biden / Kamala D. Harris (Working Families),34
24,78,Howie Hawkins / Angela Nicole Walker (Green),6
24,78,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,78,Brock Pierce / Karla Ballard (Independence),0
24,79,Public Counter,452
24,79,Manually Counted Emergency,0
24,79,Absentee / Military,135
24,79,Federal,0
24,79,Special Presidential,0
24,79,Affidavit,9
24,79,Joseph R. Biden / Kamala D. Harris (Democratic),421
24,79,Donald J. Trump / Michael R. Pence (Republican),138
24,79,Donald J. Trump / Michael R. Pence (Conservative),10
24,79,Joseph R. Biden / Kamala D. Harris (Working Families),20
24,79,Howie Hawkins / Angela Nicole Walker (Green),0
24,79,Jo Jorgensen / Jeremy Cohen (Libertarian),2
24,79,Brock Pierce / Karla Ballard (Independence),0
24,79,Scattered,1
24,80,Public Counter,0
24,80,Manually Counted Emergency,0
24,80,Absentee / Military,0
24,80,Federal,0
24,80,Special Presidential,0
24,80,Affidavit,0
24,80,Joseph R. Biden / Kamala D. Harris (Democratic),0
24,80,Donald J. Trump / Michael R. Pence (Republican),0
24,80,Donald J. Trump / Michael R. Pence (Conservative),0
24,80,Joseph R. Biden / Kamala D. Harris (Working Families),0
24,80,Howie Hawkins / Angela Nicole Walker (Green),0
24,80,Jo Jorgensen / Jeremy Cohen (Libertarian),0
24,80,Brock Pierce / Karla Ballard (Independence),0
24,81,Public Counter,0
24,81,Manually Counted Emergency,0
24,81,Absentee / Military,0
24,81,Federal,0
24,81,Special Presidential,0
24,81,Affidavit,0
24,82,Public Counter,0
24,82,Manually Counted Emergency,0
24,82,Absentee / Military,0
24,82,Federal,0
24,82,Special Presidential,0
24,82,Affidavit,0
